Distance_(pixels),Gray_Value
0,0.004980
1,0.005566
2,0.015723
3,0.090332
4,0.197852
5,0.197168
6,0.040918
7,0.027539
8,0.054492
9,0.189453
10,0.245410
11,0.212598
12,0.085742
13,0.025293
14,0.025000
15,0.116699
16,0.193848
17,0.206445
18,0.147559
19,0.025879
20,0.009277
21,0.006738
22,0.005273
23,0.003711
