Distance_(pixels),Gray_Value
0,-0.005176
1,-0.001074
2,0.003516
3,0.024512
4,0.120117
5,0.138477
6,0.113574
7,0.028320
8,0.013086
9,0.051367
10,0.146680
11,0.173633
12,0.128418
13,0.025977
14,0.020117
15,0.091113
16,0.165039
17,0.147168
18,0.066602
19,0.008301
20,0.001660
21,-0.001074
