Distance_(pixels),Gray_Value
0,0.000488
1,0.006250
2,0.053613
3,0.184082
4,0.078320
5,0.054883
6,0.212305
7,0.117578
8,0.033691
9,0.139062
10,0.123633
11,0.012793
12,0.002441
13,0.000195
14,0.000195
