Distance_(pixels),Gray_Value
0,0.008691
1,0.010352
2,0.017285
3,0.031738
4,0.175879
5,0.433594
6,0.392285
7,0.395117
8,0.344922
9,0.274121
10,0.050195
11,0.021289
12,0.014941
13,0.020605
14,0.074414
15,0.281934
16,0.266699
17,0.256836
18,0.268945
19,0.223633
20,0.055762
21,0.019629
22,0.013477
23,0.013965
24,0.035645
25,0.184180
26,0.224414
27,0.218262
28,0.199805
29,0.189941
30,0.063379
31,0.015820
32,0.010254
33,0.002930
