Distance_(pixels),Gray_Value
0,0.004297
1,0.005469
2,0.006934
3,0.015820
4,0.087305
5,0.203418
6,0.224121
7,0.219922
8,0.094141
9,0.022559
10,0.020898
11,0.062988
12,0.229297
13,0.255859
14,0.216992
15,0.151465
16,0.030957
17,0.018066
18,0.041113
19,0.167578
20,0.198047
21,0.182812
22,0.141895
23,0.028516
24,0.012598
25,0.004980
26,0.005371
