Distance_(pixels),Gray_Value
0,0.002051
1,0.002441
2,0.002441
3,0.004980
4,0.029980
5,0.154785
6,0.179102
7,0.036816
8,0.036328
9,0.195410
10,0.190332
11,0.037793
12,0.031055
13,0.154883
14,0.187402
15,0.034473
16,0.008691
17,0.010156
18,0.008691
19,0.006836
20,0.006055
21,0.002930
