Res,CE
0.1703642415635153,0.0009940102905189603
0.26421709590731235,0.002316460954503181
0.42212391003525135,0.005451835606063124
0.6151569811352147,0.01070419024738345
0.8171279046822426,0.01779832218104663
1.039355278671381,0.0270014076331469
