Distance_(pixels),Gray_Value
0,0.002344
1,0.015918
2,0.126172
3,0.066406
4,0.061328
5,0.150977
6,0.033301
7,0.090039
8,0.071582
9,0.007812
10,0.003125
11,0.001953
12,0.011719
