Distance_(pixels),Gray_Value
0,0.148730
1,0.218262
2,0.245996
3,0.269336
4,0.278027
5,0.262012
6,0.246484
7,0.114648
8,0.020605
9,0.007812
10,0.006445
11,0.006348
12,0.009961
13,0.024902
14,0.155859
15,0.268750
16,0.271387
17,0.270898
18,0.262598
19,0.297266
20,0.269824
21,0.165332
22,0.033008
23,0.012012
24,0.008398
25,0.008594
26,0.008691
27,0.014160
28,0.036035
29,0.189648
30,0.212109
31,0.199707
32,0.191113
33,0.167969
34,0.159180
35,0.146191
