Distance_(pixels),Gray_Value
0,0.004688
1,0.028711
2,0.125195
3,0.136035
4,0.088184
5,0.016602
6,0.025000
7,0.124707
8,0.156738
9,0.115625
10,0.020312
11,0.022559
12,0.107129
13,0.151953
14,0.111328
15,0.017773
16,0.002734
17,-0.001953
18,-0.000781
19,-0.001465
