Distance_(pixels),Gray_Value
0,0.004199
1,0.019043
2,0.163281
3,0.220313
4,0.050293
5,0.047168
6,0.206445
7,0.164551
8,0.034277
9,0.125293
10,0.226855
11,0.078906
12,0.010547
13,0.001563
14,-0.000586
