Distance_(pixels),Gray_Value
0,0.004883
1,0.011035
2,0.054688
3,0.167187
4,0.199414
5,0.184766
6,0.181250
7,0.175684
8,0.166406
9,0.050391
10,0.010059
11,0.007520
12,0.006738
13,0.008691
14,0.014746
15,0.076074
16,0.175684
17,0.149512
18,0.179102
19,0.215137
20,0.183301
21,0.130078
22,0.037207
23,0.012207
24,0.006543
25,0.009082
26,0.013965
27,0.088574
28,0.148242
29,0.152051
30,0.139746
31,0.144434
32,0.119824
33,0.105469
34,0.022656
35,NaN
