Distance_(pixels),Gray_Value
0,0.003125
1,0.006934
2,0.008594
3,0.018652
4,0.094238
5,0.278027
6,0.322656
7,0.350195
8,0.331934
9,0.160840
10,0.032812
11,0.022266
12,0.027441
13,0.092676
14,0.327246
15,0.410449
16,0.383691
17,0.373828
18,0.215137
19,0.038770
20,0.023145
21,0.022949
22,0.072168
23,0.277734
24,0.370313
25,0.375586
26,0.341797
27,0.205078
28,0.039062
29,0.012012
30,0.006250
31,0.005664
