Distance_(pixels),Gray_Value
0,0.004785
1,0.025391
2,0.100293
3,0.050488
4,0.058301
5,0.160645
6,0.045605
7,0.091504
8,0.159277
9,0.024805
10,0.005078
11,0.003027
12,0.002637
