Distance_(pixels),Gray_Value
0,0.014844
1,0.031152
2,0.173340
3,0.405273
4,0.379687
5,0.373437
6,0.335938
7,0.260254
8,0.049023
9,0.021191
10,0.013867
11,0.021387
12,0.074414
13,0.278711
14,0.268652
15,0.254297
16,0.266309
17,0.222656
18,0.055664
19,0.019043
20,0.013477
21,0.013867
22,0.035449
23,0.185742
24,0.220020
25,0.217480
26,0.196973
27,0.186719
28,0.060254
29,0.014355
30,0.008398
31,0.008398
