name,mean,median,std,mean 1std,std_norm
1,0.48377435146233977,0.484240723,0.016048097185272312,0.4836575845130404,0.033172691228384815
2,0.28147942958733974,0.280187988,0.035584748631062695,0.2793066232174688,0.12642042327295952
3,0.15422281901041665,0.154736328,0.021413353845448492,0.1549671924897354,0.13884685796076762
4,0.083587803,0.08293457,0.009762679,0.083074365,0.11679549769189587
5,0.054091265,0.053735352,0.006819166,0.053665571,0.12606779499846613
6,0.025389592,0.025146484,0.004109334,0.025058909078400193,0.16185112726593975
