name,mean,median,std,mean 1std,std_norm
1,0.48519537510016025,0.485839844,0.016438413,0.48494854759187733,0.033879987
2,0.4506801507411859,0.452026367,0.031087009696756894,0.451809524,0.068977987
3,0.25336920322516027,0.25291748,0.028169776100555318,0.2531902277039848,0.11118074233955669
4,0.13050286708733974,0.128808594,0.015300840762659387,0.12862425637901376,0.11724524605592931
5,0.084577292,0.083972168,0.008732921,0.083953763,0.10325372955031094
6,0.036485095,0.036743164,0.00356949,0.036711066,0.0978342
