Distance_(pixels),Gray_Value
0,0.009375
1,0.013477
2,0.029004
3,0.083008
4,0.147754
5,0.214062
6,0.230371
7,0.235840
8,0.204883
9,0.174805
10,0.117188
11,0.064941
12,0.027637
13,0.014453
14,0.014355
15,0.031348
16,0.067578
17,0.130957
18,0.175195
19,0.194238
20,0.182812
21,0.175781
22,0.131836
23,0.083887
24,0.045703
25,0.019629
26,0.009766
27,0.011230
28,0.014258
29,0.026563
30,0.041504
31,0.052930
32,0.053906
33,0.048340
34,NaN
