Distance_(pixels),Gray_Value
0,0.021191
1,0.050879
2,0.124707
3,0.213281
4,0.254883
5,0.261523
6,0.244141
7,0.230664
8,0.179102
9,0.102539
10,0.038281
11,0.015234
12,0.012207
13,0.017578
14,0.043750
15,0.104395
16,0.155176
17,0.185742
18,0.183203
19,0.174805
20,0.157324
21,0.126074
22,0.071094
23,0.026270
24,0.013770
25,0.011230
26,0.011523
27,0.025977
28,0.042871
29,0.062988
30,0.072266
31,0.067578
32,0.057910
33,0.049902
34,0.039453
35,0.023730
