Distance_(pixels),Gray_Value
0,0.004395
1,0.009082
2,0.007031
3,0.027637
4,0.088281
5,0.161523
6,0.245605
7,0.266699
8,0.224219
9,0.142969
10,0.071289
11,0.071289
12,0.041406
13,0.089062
14,0.170801
15,0.254102
16,0.264648
17,0.223633
18,0.137988
19,0.071289
20,0.043262
21,0.096094
22,0.183398
23,0.265723
24,0.280957
25,0.244531
26,0.147559
27,0.072070
28,0.021875
29,0.012207
30,0.008887
