Distance_(pixels),Gray_Value
0,0.012988
1,0.031836
2,0.076953
3,0.132324
4,0.175391
5,0.159180
6,0.106055
7,0.083594
8,0.123242
9,0.184961
10,0.197266
11,0.166113
12,0.119727
13,0.093750
14,0.128613
15,0.161621
16,0.160254
17,0.117871
18,0.067578
19,0.022656
20,0.013770
21,0.009375
