Distance_(pixels),Gray_Value
0,0.045898
1,0.069141
2,0.110449
3,0.130762
4,0.209668
5,0.241797
6,0.279687
7,0.275879
8,0.268750
9,0.227148
10,0.188477
11,0.136719
12,0.114551
13,0.092188
14,0.081543
15,0.098340
16,0.127930
17,0.155273
18,0.188867
19,0.195996
20,0.200488
21,0.184082
22,0.176563
23,0.139258
24,0.104492
25,0.075781
26,0.064160
27,0.050000
28,0.054395
29,0.056543
30,0.071094
31,0.078711
32,0.084375
33,0.077441
