,angle,pm_value
0,-60.0,1.5271054976377952e-05
1,-59.5,1.5436574503937007e-05
2,-59.0,1.4344248755905513e-05
3,-58.5,1.6613125826771655e-05
4,-58.0,1.726820031496063e-05
5,-57.5,1.4946278755905513e-05
6,-57.0,1.4613499700787402e-05
7,-56.5,1.5228064346456693e-05
8,-56.0,1.5122265086614174e-05
9,-55.5,1.5833941259842518e-05
10,-55.0,1.4538240362204724e-05
11,-54.5,1.501895776377953e-05
12,-54.0,1.5499765811023623e-05
13,-53.5,1.6132236062992126e-05
14,-53.0,1.701875401574803e-05
15,-52.5,1.531057233070866e-05
16,-52.0,1.6214334645669293e-05
17,-51.5,1.648076913385827e-05
18,-51.0,1.734212251968504e-05
19,-50.5,1.7694212755905514e-05
20,-50.0,1.7357313700787403e-05
21,-49.5,1.8590476692913387e-05
22,-49.0,1.8720176062992128e-05
23,-48.5,1.9117748661417325e-05
24,-48.0,1.878461496062992e-05
25,-47.5,2.006301007874016e-05
26,-47.0,1.8977795275590554e-05
27,-46.5,2.0316325826771654e-05
28,-46.0,2.1442161102362203e-05
29,-45.5,2.2334618425196852e-05
30,-45.0,2.3368723307086613e-05
31,-44.5,2.46388157480315e-05
32,-44.0,2.611097748031496e-05
33,-43.5,2.7696608976377955e-05
34,-43.0,2.9705012283464567e-05
35,-42.5,3.2147195748031495e-05
36,-42.0,3.498588677165354e-05
37,-41.5,3.8480004724409446e-05
38,-41.0,4.245119779527559e-05
39,-40.5,4.747527433070866e-05
40,-40.0,5.25572862992126e-05
41,-39.5,6.0271381417322835e-05
42,-39.0,6.773921464566929e-05
43,-38.5,7.655993921259844e-05
44,-38.0,8.78474218897638e-05
45,-37.5,0.00010218860472440944
46,-37.0,0.00012006070377952756
47,-36.5,0.00014365663968503938
48,-36.0,0.00017414417322834645
49,-35.5,0.0002118825102362205
50,-35.0,0.00026058518110236225
51,-34.5,0.0003196759291338583
52,-34.0,0.00038957407086614174
53,-33.5,0.0004657512692913386
54,-33.0,0.0005581258535433071
55,-32.5,0.0006563208094488189
56,-32.0,0.0007866741732283465
57,-31.5,0.0009555895401574803
58,-31.0,0.0011804684787401576
59,-30.5,0.0015172551543307087
60,-30.0,0.001964267070866142
61,-29.5,0.00259670505511811
62,-29.0,0.0034256039212598424
63,-28.5,0.004513782960629921
64,-28.0,0.005924690251968504
65,-27.5,0.007675329763779528
66,-27.0,0.010041881385826772
67,-26.5,0.013254058551181103
68,-26.0,0.018297516377952756
69,-25.5,0.026360945669291338
70,-25.0,0.03928772818897638
71,-24.5,0.05830047228346457
72,-24.0,0.08366772850393701
73,-23.5,0.11635567496062993
74,-23.0,0.1530590976377953
75,-22.5,0.1918134929133858
76,-22.0,0.22948063307086616
77,-21.5,0.2614550440944882
78,-21.0,0.288364968503937
79,-20.5,0.3079091763779528
80,-20.0,0.3241613417322835
81,-19.5,0.3373378692913386
82,-19.0,0.3482587275590551
83,-18.5,0.35764645826771657
84,-18.0,0.3654564409448819
85,-17.5,0.3724251181102362
86,-17.0,0.37839020157480313
87,-16.5,0.3839918141732283
88,-16.0,0.3893237086614173
89,-15.5,0.393996894488189
90,-15.0,0.39834884881889765
91,-14.5,0.4021658771653544
92,-14.0,0.40617639370078745
93,-13.5,0.40990370078740157
94,-13.0,0.4134509039370079
95,-12.5,0.4168046188976378
96,-12.0,0.4199043086614173
97,-11.5,0.42292967716535435
98,-11.0,0.4258972598425197
99,-10.5,0.4288295322834646
100,-10.0,0.4315626346456693
101,-9.5,0.433946820472441
102,-9.0,0.4363828881889764
103,-8.5,0.43864728661417324
104,-8.0,0.4409533354330709
105,-7.5,0.4431500472440945
106,-7.0,0.44512291181102365
107,-6.5,0.44712672125984254
108,-6.0,0.4489976157480315
109,-5.5,0.4507747196850394
110,-5.0,0.45229061102362206
111,-4.75,0.4530080598425197
112,-4.5,0.4536060125984252
113,-4.25,0.4541943590551182
114,-4.0,0.4548051086614174
115,-3.75,0.4553937118110236
116,-3.5,0.45600809291338584
117,-3.25,0.45656607874015753
118,-3.0,0.45712949291338584
119,-2.75,0.4576378330708662
120,-2.5,0.4580332425196851
121,-2.25,0.4583856047244095
122,-2.0,0.4586685952755906
