500	1
501	0.8999999999999999
502	0.9199999999999999
503	0.96
504	0.98
505	1.03
506	1.08
507	1.08
508	1.11
509	1.18
510	1.22
511	1.24
512	1.3299999999999998
513	1.39
514	1.44
515	1.4500000000000002
516	1.5599999999999998
517	1.5699999999999998
518	1.6199999999999999
519	1.72
520	1.78
521	1.81
522	1.87
523	1.9
524	1.97
525	2.0500000000000003
526	2.1
527	2.21
528	2.29
529	2.32
530	2.41
531	2.5100000000000002
532	2.69
533	2.79
534	2.9000000000000004
535	2.96
536	3.0300000000000002
537	3.2199999999999998
538	3.32
539	3.4799999999999995
540	3.5900000000000003
541	3.82
542	4.01
543	4.15
544	4.29
545	4.63
546	4.73
547	4.9399999999999995
548	5.13
549	5.41
550	5.66
551	5.83
552	6.08
553	6.260000000000001
554	6.4799999999999995
555	6.65
556	6.819999999999999
557	7.06
558	7.32
559	7.46
560	7.68
561	8
562	8.04
563	8.33
564	8.649999999999999
565	8.86
566	8.93
567	9.22
568	9.59
569	9.92
570	10.24
571	10.65
572	11.110000000000001
573	11.59
574	12.030000000000001
575	12.49
576	12.97
577	13.52
578	14.19
579	14.92
580	15.509999999999998
581	16.1
582	17.080000000000002
583	17.76
584	18.64
585	19.28
586	20.36
587	21.21
588	22.08
589	22.99
590	24
591	24.68
592	25.580000000000002
593	26.26
594	27.11
595	27.76
596	28.48
597	29.13
598	29.73
599	30.23
600	30.520000000000003
601	30.85
602	31.319999999999997
603	31.46
604	31.900000000000002
605	31.89
606	31.89
607	31.91
608	32.35
609	32.379999999999995
610	32.519999999999996
611	32.769999999999996
612	32.47
613	32.89
614	33.01
615	33.339999999999996
616	33.47
617	34.27
618	34.75
619	35.63
620	36.620000000000005
621	37.6
622	38.51
623	39.89
624	41.55
625	42.699999999999996
626	44.42
627	46.72
628	49.15
629	51.23
630	54.03
631	56.66
632	59.17
633	62.019999999999996
634	65.01
635	67.80000000000001
636	70.52000000000001
637	73.64
638	77.06
639	80.41
640	82.78999999999999
641	85.37
642	87.96000000000001
643	90.8
644	93.25
645	95.04
646	96.66
647	98.26
648	99.2
649	99.77000000000001
650	100
651	99.56
652	99.05000000000001
653	97.47
654	95.89999999999999
655	93.91000000000001
656	91.42
657	88.79
658	85.39999999999999
659	81.8
660	78.13
661	74.32
662	70.17
663	65.29
664	61.39
665	57.28
666	52.87
667	48.19
668	44.66
669	40.849999999999994
670	37.14
671	33.489999999999995
672	30.380000000000003
673	27.54
674	24.58
675	22.32
676	19.86
677	17.71
678	15.47
679	13.61
680	12.07
681	10.84
682	9.76
683	8.3
684	7.3999999999999995
685	6.54
686	5.83
687	5.24
688	4.73
689	4.279999999999999
690	3.8899999999999997
691	3.61
692	3.2099999999999995
693	2.98
694	2.81
695	2.52
696	2.18
697	2
698	1.91
699	1.71
700	1.6400000000000001
