Distance_(pixels),Gray_Value
0,0.011328
1,0.011328
2,0.023242
3,0.082715
4,0.164355
5,0.140430
6,0.067578
7,0.056738
8,0.131348
9,0.169043
10,0.121777
11,0.058203
12,0.090527
13,0.171094
14,0.192285
15,0.101074
16,0.028418
17,0.020605
