Distance_(pixels),Gray_Value
0,0.020508
1,0.018652
2,0.029297
3,0.062988
4,0.149316
5,0.221094
6,0.275098
7,0.285742
8,0.283887
9,0.249609
10,0.226660
11,0.163477
12,0.078320
13,0.000000
14,0.016992
15,0.018066
16,0.025000
17,0.057422
18,0.148242
19,0.259863
20,0.377344
21,0.407227
22,0.394141
23,0.355957
24,0.342383
25,0.252246
26,0.148145
27,0.065137
28,0.023145
29,0.014453
30,0.012305
31,0.011914
32,0.011426
