Distance_(pixels),Gray_Value
0,0.014258
1,0.032129
2,0.131055
3,0.236621
4,0.153711
5,0.062598
6,0.089160
7,0.156445
8,0.122168
9,0.055078
10,0.074707
11,0.127344
12,0.113574
13,0.042090
14,0.015430
15,0.009863
