Distance_(pixels),Gray_Value
0,0.010742
1,0.015137
2,0.037207
3,0.088086
4,0.162207
5,0.195898
6,0.224707
7,0.209863
8,0.188672
9,0.112305
10,0.055664
11,0.022949
12,0.019043
13,0.025977
14,0.091602
15,0.173242
16,0.258398
17,0.276270
18,0.286523
19,0.273047
20,0.226172
21,0.134277
22,0.047656
23,0.019043
24,0.022461
25,0.055664
26,0.132715
27,0.197949
28,0.268555
29,0.267969
30,0.280957
31,0.213965
32,0.135937
33,0.065820
34,0.023047
