Distance_(pixels),Gray_Value
0,0.026270
1,0.026270
2,0.048926
3,0.211328
4,0.364062
5,0.230664
6,0.312402
7,0.305078
8,0.243945
9,0.333105
10,0.180273
11,0.042578
12,0.020508
