Distance_(pixels),Gray_Value
0,0.013672
1,0.031641
2,0.085645
3,0.162598
4,0.208105
5,0.175098
6,0.121582
7,0.119434
8,0.167676
9,0.201270
10,0.184961
11,0.135156
12,0.109082
13,0.150781
14,0.183203
15,0.165820
16,0.101562
17,0.049414
18,0.016309
19,0.013281
