Distance_(pixels),Gray_Value
0,0.016406
1,0.021387
2,0.025488
3,0.066406
4,0.225391
5,0.306543
6,0.161719
7,0.114160
8,0.205371
9,0.171973
10,0.078711
11,0.117773
12,0.163574
13,0.098535
14,0.028809
15,0.015234
16,0.012988
17,0.012695
