Distance_(pixels),Gray_Value
0,0.006738
1,0.011426
2,0.024316
3,0.064746
4,0.151465
5,0.206055
6,0.224512
7,0.232617
8,0.237598
9,0.236523
10,0.215918
11,0.117285
12,0.046680
13,0.019336
14,0.012305
15,0.012793
16,0.013867
17,0.035059
18,0.098730
19,0.155566
20,0.178125
21,0.181641
22,0.174902
23,0.163477
24,0.142578
25,0.104102
26,0.052734
27,0.019434
28,0.011719
29,0.010156
30,0.010937
31,0.013574
32,0.032422
33,0.063281
