Distance_(pixels),Gray_Value
0,0.007715
1,0.012305
2,0.041699
3,0.127344
4,0.203223
5,0.176465
6,0.092578
7,0.056250
8,0.114355
9,0.188770
10,0.188086
11,0.105176
12,0.053223
13,0.094727
14,0.160840
15,0.160547
16,0.088184
17,0.028125
18,0.007129
19,0.004492
20,0.004883
