Distance_(pixels),Gray_Value
0,0.012598
1,0.020703
2,0.057617
3,0.150195
4,0.215430
5,0.249902
6,0.260645
7,0.268262
8,0.254199
9,0.163672
10,0.074219
11,0.028027
12,0.016895
13,0.015723
14,0.022559
15,0.061328
16,0.143555
17,0.194824
18,0.209570
19,0.210645
20,0.199414
21,0.171387
22,0.105762
23,0.047656
24,0.020020
25,0.009863
26,0.011523
27,0.018555
28,0.049707
29,0.094141
30,0.115137
31,0.108984
32,NaN
