Distance_(pixels),Gray_Value
0,0.012402
1,0.018457
2,0.048535
3,0.138867
4,0.244727
5,0.292969
6,0.254297
7,0.153809
8,0.082617
9,0.077539
10,0.121680
11,0.196387
12,0.233984
13,0.211719
14,0.144629
15,0.080176
16,0.061328
17,0.084668
18,0.137012
19,0.168848
20,0.150781
21,0.104980
22,0.043750
23,0.015332
24,0.008789
25,0.010352
