Distance_(pixels),Gray_Value
0,0.003906
1,0.004004
2,0.005664
3,0.008105
4,0.008594
5,0.018750
6,0.060840
7,0.156250
8,0.250000
9,0.261133
10,0.232227
11,0.151270
12,0.069238
13,0.040527
14,0.056055
15,0.121484
16,0.182812
17,0.199316
18,0.181836
19,0.120410
20,0.054980
21,0.029687
22,0.037891
23,0.074609
24,0.121777
25,0.133398
26,0.125684
27,0.084277
28,0.036230
29,0.010742
30,0.006250
