Distance_(pixels),Gray_Value
0,0.009375
1,0.018262
2,0.057520
3,0.135156
4,0.183496
5,0.209375
6,0.229102
7,0.238281
8,0.241309
9,0.218555
10,0.178613
11,0.098340
12,0.037109
13,0.015820
14,0.007422
15,0.007129
16,0.008301
17,0.017969
18,0.039258
19,0.114453
20,0.160156
21,0.171582
22,0.167480
23,0.160938
24,0.154395
25,0.144922
26,0.127539
27,0.078809
28,0.032227
29,0.017480
30,0.009180
31,0.011230
