Distance_(pixels),Gray_Value
0,0.003223
1,0.008691
2,0.027539
3,0.092285
4,0.177246
5,0.198340
6,0.126660
7,0.063086
8,0.059961
9,0.108105
10,0.152051
11,0.162988
12,0.113574
13,0.051758
14,0.057520
15,0.101758
16,0.139062
17,0.119238
18,0.059180
19,0.018750
20,0.004980
21,0.005859
22,0.003809
