Distance_(pixels),Gray_Value
0,0.008398
1,0.006934
2,0.009863
3,0.011328
4,0.018555
5,0.064648
6,0.150781
7,0.164648
8,0.095117
9,0.079199
10,0.131348
11,0.145703
12,0.086914
13,0.062500
14,0.102441
15,0.112500
16,0.068164
17,0.021777
18,0.008398
19,0.005664
20,0.007520
