Distance_(pixels),Gray_Value
0,0.004590
1,0.006641
2,0.006152
3,0.020703
4,0.059766
5,0.156934
6,0.241992
7,0.270312
8,0.287891
9,0.262793
10,0.186230
11,0.100195
12,0.054297
13,0.049902
14,0.078027
15,0.183496
16,0.317383
17,0.387207
18,0.378613
19,0.337695
20,0.242969
21,0.126855
22,0.057422
23,0.039355
24,0.044922
25,0.124023
26,0.218066
27,0.260547
28,0.258008
29,0.242676
30,0.179883
31,0.083789
32,0.028125
33,0.011426
34,0.007715
