Distance_(pixels),Gray_Value
0,0.007812
1,0.010449
2,0.028516
3,0.088965
4,0.172852
5,0.216016
6,0.190332
7,0.113672
8,0.056152
9,0.063965
10,0.130078
11,0.174902
12,0.166406
13,0.116797
14,0.059277
15,0.050293
16,0.080762
17,0.125488
18,0.140039
19,0.102637
20,0.050391
21,0.014551
22,0.006348
